[03/13 22:44:30.489039][debug][15440][Context.cpp:87] Context destroying ...
[03/13 22:44:30.489751][debug][15440][DeviceManager.cpp:59] DeviceManager destroy ...
[03/13 22:44:30.489806][debug][15440][DeviceManager.cpp:67] DeviceManager Destructors done
[03/13 22:44:30.510531][debug][15440][MfPal.cpp:125] WmfPal destroyed!
[03/13 22:44:30.511364][info][15440][Context.cpp:90] Context destroyed
[03/13 22:45:23.073275][debug][27512][DeviceManager.cpp:112] DeviceManager  createDevice...
[03/13 22:45:23.073685][debug][27512][UsbDeviceEnumerator.cpp:289] UsbDeviceEnumerator createDevice...
[03/13 22:45:23.074274][debug][27512][AstraUvcDevice.cpp:17] AstraUvcDevice init ...
[03/13 22:45:23.074876][debug][27512][AstraUvcDevice.cpp:176] init sensor map start!
[03/13 22:45:23.075143][info][27512][AstraUvcDevice.cpp:193] init sensor map done!
[03/13 22:45:23.075173][debug][27512][AstraUvcDevice.cpp:119] createCommand start!
[03/13 22:45:23.085937][debug][27512][VendorCommand.cpp:198] VendorCommand constructor 12fc9f464f0
[03/13 22:45:23.215320][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/13 22:45:23.215431][debug][27512][AstraUvcDevice.cpp:172] Command has been created!
[03/13 22:45:23.245456][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/13 22:45:23.245536][info][27512][AbstractDevice.cpp:124] 	- Firmware version: 1.0.22
[03/13 22:45:23.245874][debug][27512][AstraUvcDevice.cpp:313] Init depth process param start!
[03/13 22:45:23.245920][debug][27512][AstraUvcDevice.cpp:324] Astra+ long-distance version!
[03/13 22:45:23.276163][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1005, dataLen: 16
[03/13 22:45:23.276834][debug][27512][AstraUvcDevice.cpp:359] disparityParam: baseline: 7.466821, zpd: 129.75062561035156, zpps: 0.11178778111934662, bitSize: 12, unit: 10, packMode: 1
[03/13 22:45:23.276880][debug][27512][AstraUvcDevice.cpp:361] softFilterParam: maxSpeckleSize: 960, maxDiff: 16, filterType: 0
[03/13 22:45:23.307623][debug][27512][HostProtocol.cpp:450] get property value success! propertyId=63, cur={intValue: 0, floatValue: 0}, max={intValue: 1, floatValue: 1.4013e-45}, min={intValue: 0, floatValue: 0},def={intValue: 0, floatValue: 0},step={intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.307708][debug][27512][PropertyAccessor.cpp:34] get property value range success! propertyId: 63, range: {max: {intValue: 1, floatValue: 1.4013e-45}, min: {intValue: 0, floatValue: 0}, step: {intValue: 1, floatValue: 1.4013e-45}, def: {intValue: 0, floatValue: 0}}
[03/13 22:45:23.307753][debug][27512][HostProtocol.cpp:417] Set property value, propertyId=63, value={intValue: 0, floatValue: 0}
[03/13 22:45:23.338046][debug][27512][PropertyAccessor.cpp:17] set property value success! propertyId: 63, value: {intValue: 0, floatValue: 0}
[03/13 22:45:23.368752][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1001, dataLen: 136
[03/13 22:45:23.393615][debug][27512][HostProtocol.cpp:417] Set property value, propertyId=63, value={intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.418932][debug][27512][PropertyAccessor.cpp:17] set property value success! propertyId: 63, value: {intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.449544][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1001, dataLen: 136
[03/13 22:45:23.470481][info][27512][AstraUvcDevice.cpp:402] Init depth process param done!
[03/13 22:45:23.470981][info][27512][AstraUvcDevice.cpp:23] Astra device created! PID: 0x0636, SN: BY1N73300A2
[03/13 22:45:23.471009][debug][27512][UsbDeviceEnumerator.cpp:338] Device created successfully! Name: Astra+, PID: 0x0636, SN/ID: BY1N73300A2
[03/13 22:45:23.471033][info][27512][DeviceManager.cpp:157] Device created successfully! Name: Astra+, PID: 0x0636, SN/ID: BY1N73300A2
[03/13 22:45:23.477456][debug][27512][FrameProcessor.cpp:70] FrameProcessor init with 1 blocks! @1304870353872
[03/13 22:45:23.477891][debug][27512][FrameProcessingBlock.cpp:26] Block created with frame queue size: 10
[03/13 22:45:23.478101][debug][27512][FrameProcessor.cpp:78]  - block: FormatConverter, status: disable
[03/13 22:45:23.478614][debug][27512][VideoSensor.cpp:267] VideoSensor construct!
[03/13 22:45:23.479084][debug][27512][VideoSensor.cpp:303] VideoSensor created, @OB_SENSOR_COLOR
[03/13 22:45:23.479237][info][27512][AstraUvcDevice.cpp:276] Color sensor has been created!
[03/13 22:45:23.580453][debug][27512][PropertyAccessor.cpp:17] set property value success! propertyId: 2000, value: {intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.581135][debug][27512][Pipeline.cpp:29] Pipeline init ...
[03/13 22:45:23.581172][debug][27512][Pipeline.cpp:165] loadFrameQueueSizeConfig() config queue size: 10
[03/13 22:45:23.581397][info][27512][Pipeline.cpp:44] Pipeline created with device: {name: Astra+, sn: BY1N73300A2}, @0x12FD0540420
[03/13 22:45:23.585091][debug][27512][VideoSensor.cpp:448] Query stream profile! size= 95, SensorType=OB_SENSOR_COLOR
[03/13 22:45:23.585128][debug][27512][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 640, height: 480, fps: 30}
[03/13 22:54:13.425548][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1920, height: 1080, fps: 10}
[03/13 22:54:13.425561][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1920, height: 1080, fps: 7}
[03/13 22:54:13.425573][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 2048, height: 1536, fps: 15}
[03/13 22:54:13.425586][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 640, height: 480, fps: 30}
[03/13 22:54:13.425599][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 640, height: 480, fps: 15}
[03/13 22:54:13.425611][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 640, height: 480, fps: 10}
[03/13 22:54:13.425624][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 640, height: 480, fps: 7}
[03/13 22:54:13.425638][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 320, height: 240, fps: 30}
[03/13 22:54:13.425651][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 320, height: 240, fps: 15}
[03/13 22:54:13.425664][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 320, height: 240, fps: 10}
[03/13 22:54:13.425676][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 320, height: 240, fps: 7}
[03/13 22:54:13.425689][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 800, height: 600, fps: 30}
[03/13 22:54:13.425701][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 800, height: 600, fps: 15}
[03/13 22:54:13.425714][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 800, height: 600, fps: 10}
[03/13 22:54:13.425726][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 800, height: 600, fps: 7}
[03/13 22:54:13.425739][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1280, height: 720, fps: 30}
[03/13 22:54:13.425751][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1280, height: 720, fps: 15}
[03/13 22:54:13.425764][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1280, height: 720, fps: 10}
[03/13 22:54:13.425776][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1280, height: 720, fps: 7}
[03/13 22:54:13.425789][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1920, height: 1080, fps: 30}
[03/13 22:54:13.425801][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1920, height: 1080, fps: 15}
[03/13 22:54:13.425814][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1920, height: 1080, fps: 10}
[03/13 22:54:13.425826][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1920, height: 1080, fps: 7}
[03/13 22:54:13.425839][debug][9988][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 2048, height: 1536, fps: 15}
[03/13 22:54:20.574036][debug][9988][Pipeline.cpp:174] Pipeline start() start!
[03/13 22:54:20.574499][debug][9988][FrameProcessingBlockManager.cpp:75]  FrameProcessingBlockManager started, 0 blocks contained!
[03/13 22:54:20.574535][info][9988][Pipeline.cpp:239] Try to start streams!
[03/13 22:54:20.574901][debug][9988][VideoSensor.cpp:565] VideoSensor::start, @OB_SENSOR_COLOR
[03/13 22:54:20.575376][debug][9988][FrameMemoryPool.cpp:35] FrameMemoryPool created!
[03/13 22:54:20.575914][debug][9988][FrameBufferManager.hpp:65] FrameBufferManager created! frame type:class libobsensor::ColorFrame, obj addr:0x2a650767a50, frame obj total size:0.879MB
[03/13 22:54:20.575953][debug][9988][FrameMemoryPool.cpp:75] ColorFrame bufferManager created!
[03/13 22:54:20.576757][debug][9988][FrameProcessor.cpp:125] Frame processor active blocks chain update: input ->FormatConverter -> output
[03/13 22:54:20.576790][debug][9988][FrameProcessor.cpp:137] FrameProcessor started, 1 blocks contained!
[03/13 22:54:20.576829][info][9988][VideoSensor.cpp:663] start OB_SENSOR_COLOR stream with profile: {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 640, height: 480, fps: 30}
[03/13 22:54:20.761343][debug][9988][VideoSensor.cpp:714] Stream state changed to STREAM_STATE_STARTING. @OB_SENSOR_COLOR
[03/13 22:54:20.761433][debug][9988][VideoSensor.cpp:716] Stream starting! @OB_SENSOR_COLOR
[03/13 22:54:20.761649][debug][9988][Pipeline.cpp:250] Sensor stream started, sensorType=OB_SENSOR_COLOR
[03/13 22:54:20.761731][info][9988][Pipeline.cpp:252] Start streams done!
[03/13 22:54:20.761764][info][9988][Pipeline.cpp:235] Pipeline start done!
[03/13 22:54:20.875527][warning][9988][Pipeline.cpp:328] Wait for frame timeout, you can try to increase the wait time! current timeout=100
[03/13 22:54:21.091990][debug][19888][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=0.879MB, max limit=2048.000MB
[03/13 22:54:21.092295][debug][19888][VideoSensor.cpp:505] Stream state changed to STREAM_STATE_STREAMING. @OB_SENSOR_COLOR
[03/13 22:54:21.094909][debug][19888][FrameProcessingBlock.cpp:59] FrameProcessingBlock@class libobsensor::FormatConverter process thread started!
[03/13 22:54:21.095899][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=1.759MB, max limit=2048.000MB
[03/13 22:54:21.096753][debug][27836][FrameBufferManager.hpp:65] FrameBufferManager created! frame type:class libobsensor::FrameSet, obj addr:0x2a65076c410, frame obj total size:0.000MB
[03/13 22:54:21.096802][debug][27836][FrameMemoryPool.cpp:91] Frameset bufferManager created!
[03/13 22:54:21.096834][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=1.759MB, max limit=2048.000MB
[03/13 22:54:21.097333][debug][27836][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR
[03/13 22:54:21.165697][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=2.638MB, max limit=2048.000MB
[03/13 22:54:21.166552][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=2.638MB, max limit=2048.000MB
[03/13 22:54:21.245037][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=3.518MB, max limit=2048.000MB
[03/13 22:54:21.246233][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=3.518MB, max limit=2048.000MB
[03/13 22:54:21.324040][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=4.397MB, max limit=2048.000MB
[03/13 22:54:21.324541][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=4.397MB, max limit=2048.000MB
[03/13 22:54:21.403839][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=5.277MB, max limit=2048.000MB
[03/13 22:54:21.404335][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=5.277MB, max limit=2048.000MB
[03/13 22:54:21.484554][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=6.156MB, max limit=2048.000MB
[03/13 22:54:21.485255][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=6.157MB, max limit=2048.000MB
[03/13 22:54:21.564451][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=7.036MB, max limit=2048.000MB
[03/13 22:54:21.565224][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=7.036MB, max limit=2048.000MB
[03/13 22:54:21.646682][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/13 22:54:21.647231][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=7.916MB, max limit=2048.000MB
[03/13 22:54:21.724068][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=8.795MB, max limit=2048.000MB
[03/13 22:54:21.724420][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=8.795MB, max limit=2048.000MB
[03/13 22:54:21.803217][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=9.675MB, max limit=2048.000MB
[03/13 22:54:21.803567][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=9.675MB, max limit=2048.000MB
[03/13 22:54:21.884443][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=10.554MB, max limit=2048.000MB
[03/13 22:54:21.884823][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=10.554MB, max limit=2048.000MB
[03/13 22:54:23.998795][warning][12212][Pipeline.cpp:328] Wait for frame timeout, you can try to increase the wait time! current timeout=100 [**2 logs in 3123ms, last: 22:54:21.091093**]
[03/13 22:54:24.169048][debug][19204][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR [**38 logs in 3071ms, last: 22:54:24.091472**]
[03/13 22:54:26.154681][debug][12768][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.838238fps
[03/13 22:54:26.155405][debug][27836][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.850929fps
[03/13 22:54:30.186730][debug][21536][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR [**76 logs in 6017ms, last: 22:54:30.122711**]
[03/13 22:54:31.162886][debug][12768][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.579872fps
[03/13 22:54:31.163618][debug][27836][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.579872fps
[03/13 22:54:36.234835][debug][16800][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.618297fps
[03/13 22:54:36.235622][debug][27836][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.618297fps
[03/13 22:54:41.306870][debug][16800][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.618297fps
[03/13 22:54:41.307310][debug][27836][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.618297fps
[03/13 22:54:41.630676][warning][27836][Pipeline.cpp:292] Pipeline source frameset queue fulled, drop the oldest frame!
[03/13 22:54:42.208602][debug][17364][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR [**152 logs in 12021ms, last: 22:54:42.187117**]
[03/13 22:54:44.714264][warning][10596][Pipeline.cpp:292] Pipeline source frameset queue fulled, drop the oldest frame! [**28 logs in 3083ms, last: 22:54:43.851548**]
[03/13 22:54:46.314761][debug][12768][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.579872fps
[03/13 22:54:46.315281][debug][27836][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.579872fps
[03/13 22:54:51.386824][debug][23976][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.618297fps
[03/13 22:54:51.387437][debug][27836][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.618297fps
[03/13 22:54:56.459087][debug][10060][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.615809fps
[03/13 22:54:56.459574][debug][27836][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.618297fps
[03/13 22:55:01.467241][debug][12768][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.579872fps
[03/13 22:55:01.467741][debug][27836][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.579872fps
[03/13 22:55:04.876276][warning][27836][Pipeline.cpp:292] Pipeline source frameset queue fulled, drop the oldest frame!
[03/13 22:55:06.220509][debug][27836][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR [**303 logs in 24012ms**]
[03/13 22:55:06.539657][debug][16800][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.618297fps
[03/13 22:55:06.540450][debug][27836][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.615809fps
[03/13 22:55:07.164157][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=11.434MB, max limit=2048.000MB
[03/13 22:55:07.164892][debug][27836][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=11.434MB, max limit=2048.000MB
[03/13 22:55:07.970508][warning][23824][Pipeline.cpp:292] Pipeline source frameset queue fulled, drop the oldest frame! [**28 logs in 3094ms, last: 22:55:07.164934**]
[03/13 22:55:11.611775][debug][23976][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.618297fps
[03/13 22:55:11.612458][debug][27836][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.618297fps
[03/13 22:55:16.683958][debug][10060][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.618297fps
[03/13 22:55:16.684617][debug][27836][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.618297fps
[03/13 22:55:21.691827][debug][19888][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.579872fps
[03/13 22:55:21.692469][debug][27836][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.579872fps
[03/13 22:55:26.764218][debug][19888][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.615809fps
[03/13 22:55:26.764927][debug][27836][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.618297fps
[03/13 22:55:27.089626][info][9988][Pipeline.cpp:362] Try to stop pipeline!
[03/13 22:55:27.089745][info][9988][Pipeline.cpp:334] Try to stop streams!
[03/13 22:55:27.089785][debug][9988][VideoSensor.cpp:720] VideoSensor::stop, @OB_SENSOR_COLOR
[03/13 22:55:27.089810][debug][9988][VideoSensor.cpp:743] Stream state changed to STREAM_STATE_STOPPING. @OB_SENSOR_COLOR
[03/13 22:55:27.405471][debug][9988][VideoSensor.cpp:769] stream stoped! @OB_SENSOR_COLOR
[03/13 22:55:27.407225][debug][9988][FrameProcessingBlock.cpp:74] Process thread stoped! class libobsensor::FormatConverter@0x2a60e6b0590 
[03/13 22:55:27.407271][debug][9988][FrameProcessor.cpp:147] FrameProcessor stoped!
[03/13 22:55:27.407303][debug][9988][VideoSensor.cpp:758] Stream state changed to STREAM_STATE_STOPED. @OB_SENSOR_COLOR
[03/13 22:55:27.407322][info][9988][VideoSensor.cpp:772] Video sensor stopped, @OB_SENSOR_COLOR
[03/13 22:55:27.407343][info][9988][Pipeline.cpp:347] Sensor stream stopped, sensorType=OB_SENSOR_COLOR
[03/13 22:55:27.407361][info][9988][Pipeline.cpp:353] Stop streams done!
[03/13 22:55:27.407384][debug][9988][FrameProcessingBlockManager.cpp:84] FrameProcessingBlockManager stoped!
[03/13 22:55:27.407401][debug][9988][FrameProcessingBlockManager.cpp:20] Processing block list cleared!
[03/13 22:55:27.407418][info][9988][Pipeline.cpp:391] Stop pipeline done!
[03/13 22:55:27.407442][debug][9988][Pipeline.cpp:65] Pipeline deInit start!
[03/13 22:55:27.407459][info][9988][Pipeline.cpp:72] Pipeline destroyed! @0x2A6145A8730
[03/13 22:55:27.407491][info][9988][AstraUvcDevice.cpp:27] Astra device destroyed! PID: 0x0636, SN: BY1N73300A2
[03/13 22:55:27.407513][debug][9988][VideoSensor.cpp:307] VideoSensor::~VideoSensor(), @OB_SENSOR_COLOR
[03/13 22:55:27.407531][info][9988][VideoSensor.cpp:336] VideoSensor destroyed, @OB_SENSOR_COLOR
[03/13 22:55:27.407606][debug][9988][VendorCommand.cpp:206] destructor 2a614567980
[03/13 22:55:27.407886][debug][9988][VendorCommand.cpp:452] disableHeartBeat heartBeatHelper_: 0000000000000000
[03/13 22:55:27.407924][debug][9988][HostProtocol.cpp:139] ~HostProtocol()
[03/13 22:55:27.407969][debug][16000][HostProtocol.cpp:167] emitTranDataFutureSignalThread_ finish
[03/13 22:55:27.411253][debug][9988][FrameProcessor.cpp:91] FrameProcessor destroyed! @2912329037920
[03/13 22:55:27.411612][debug][9988][Context.cpp:87] Context destroying ...
[03/13 22:55:27.411653][debug][9988][DeviceManager.cpp:59] DeviceManager destroy ...
[03/13 22:55:27.411673][debug][9988][DeviceManager.cpp:67] DeviceManager Destructors done
[03/13 22:55:27.647969][debug][9988][MfPal.cpp:125] WmfPal destroyed!
[03/13 22:55:27.649339][debug][9988][FrameBufferManager.hpp:72] FrameBufferManager destroying...! frame type: class libobsensor::FrameSet,  obj addr:0x2a65076c410
[03/13 22:55:27.649376][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=11.434MB, max limit=2048.000MB
[03/13 22:55:27.649395][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=11.433MB, max limit=2048.000MB
[03/13 22:55:27.649410][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=11.433MB, max limit=2048.000MB
[03/13 22:55:27.649427][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=11.433MB, max limit=2048.000MB
[03/13 22:55:27.649444][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=11.433MB, max limit=2048.000MB
[03/13 22:55:27.649458][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=11.433MB, max limit=2048.000MB
[03/13 22:55:27.649473][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=11.432MB, max limit=2048.000MB
[03/13 22:55:27.649487][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=11.432MB, max limit=2048.000MB
[03/13 22:55:27.649502][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=11.432MB, max limit=2048.000MB
[03/13 22:55:27.649516][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=11.432MB, max limit=2048.000MB
[03/13 22:55:27.649530][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=11.432MB, max limit=2048.000MB
[03/13 22:55:27.649545][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=11.432MB, max limit=2048.000MB
[03/13 22:55:27.649938][debug][9988][FrameBufferManager.cpp:69] AbstractFrameBufferManager destroyed! manager type:class libobsensor::AbstractFrameBufferManager,  obj addr:0x2a65076c410
[03/13 22:55:27.649973][debug][9988][FrameBufferManager.hpp:72] FrameBufferManager destroying...! frame type: class libobsensor::ColorFrame,  obj addr:0x2a650767a50
[03/13 22:55:27.649999][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=10.552MB, max limit=2048.000MB
[03/13 22:55:27.650017][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=9.673MB, max limit=2048.000MB
[03/13 22:55:27.650034][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=8.793MB, max limit=2048.000MB
[03/13 22:55:27.650050][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=7.914MB, max limit=2048.000MB
[03/13 22:55:27.650067][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=7.035MB, max limit=2048.000MB
[03/13 22:55:27.650084][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=6.155MB, max limit=2048.000MB
[03/13 22:55:27.650101][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=5.276MB, max limit=2048.000MB
[03/13 22:55:27.650117][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=4.397MB, max limit=2048.000MB
[03/13 22:55:27.650134][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=3.517MB, max limit=2048.000MB
[03/13 22:55:27.650150][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=2.638MB, max limit=2048.000MB
[03/13 22:55:27.650167][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=1.759MB, max limit=2048.000MB
[03/13 22:55:27.650183][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=0.879MB, max limit=2048.000MB
[03/13 22:55:27.650209][debug][9988][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=0.000MB, max limit=2048.000MB
[03/13 22:55:27.650225][debug][9988][FrameBufferManager.cpp:69] AbstractFrameBufferManager destroyed! manager type:class libobsensor::AbstractFrameBufferManager,  obj addr:0x2a650767a50
[03/13 22:55:27.650241][info][9988][Context.cpp:90] Context destroyed
[03/13 22:55:27.650300][debug][21000][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR [**263 logs in 21429ms, last: 22:55:27.085193**]
[03/14 00:55:03.801857][debug][11928][DeviceManager.cpp:112] DeviceManager  createDevice...
[03/14 00:55:03.802894][debug][11928][UsbDeviceEnumerator.cpp:289] UsbDeviceEnumerator createDevice...
